CODICE,DESCRIZIONE
H62.2,DISTURBI DELL'ORECCHIO ESTERNO IN MALATTIE CLASSIFICATE ALTROVE - OTITE ESTERNA IN MICOSI
H62.3,DISTURBI DELL'ORECCHIO ESTERNO IN MALATTIE CLASSIFICATE ALTROVE - OTITE ESTERNA IN ALTRE MALATTIE INFETTIVE E PARASSITARIE CLASSIFICATE ALTROVE
H62.4,DISTURBI DELL'ORECCHIO ESTERNO IN MALATTIE CLASSIFICATE ALTROVE - OTITE ESTERNA IN ALTRE MALATTIE CLASSIFICATE ALTROVE
H62.8,DISTURBI DELL'ORECCHIO ESTERNO IN MALATTIE CLASSIFICATE ALTROVE - ALTRI DISTURBI DELL'ORECCHIO ESTERNO IN MALATTIE CLASSIFICATE ALTROVE
H65.0,OTITE MEDIA NON SUPPURATIVA - OTITE MEDIA SIEROSA ACUTA
H65.1,OTITE MEDIA NON SUPPURATIVA - ALTRA OTITE MEDIA ACUTA NON SUPPURATIVA
H65.2,OTITE MEDIA NON SUPPURATIVA - OTITE MEDIA SIEROSA CRONICA
H65.3,OTITE MEDIA NON SUPPURATIVA - OTITE MEDIA MUCOIDE CRONICA
H65.4,OTITE MEDIA NON SUPPURATIVA - ALTRA OTITE MEDIA CRONICA NON SUPPURATIVA
H65.9,OTITE MEDIA NON SUPPURATIVA - OTITE MEDIA NON SUPPURATIVA NON SPECIFICATA
H66.0,OTITE MEDIA SUPPURATIVA E NON SPECIFICATA - OTITE MEDIA ACUTA SUPPURATIVA
H66.1,OTITE MEDIA SUPPURATIVA E NON SPECIFICATA - OTITE MEDIA TUBOTIMPANICA CRONICA SUPPURATIVA
H66.2,OTITE MEDIA SUPPURATIVA E NON SPECIFICATA - OTITE MEDIA EPITIMPANICA CRONICA SUPPURATIVA
H66.3,OTITE MEDIA SUPPURATIVA E NON SPECIFICATA - ALTRA OTITE MEDIA CRONICA SUPPURATIVA
H66.4,OTITE MEDIA SUPPURATIVA E NON SPECIFICATA - OTITE MEDIA SUPPURATIVA NON SPECIFICATA
H66.9,OTITE MEDIA SUPPURATIVA E NON SPECIFICATA - OTITE MEDIA NON SPECIFICATA
H67.0,OTITE MEDIA IN MALATTIE CLASSIFICATE ALTROVE - OTITE MEDIA IN MALATTIE BATTERICHE CLASSIFICATE ALTROVE
H67.1,OTITE MEDIA IN MALATTIE CLASSIFICATE ALTROVE - OTITE MEDIA IN MALATTIE VIRALI CLASSIFICATE ALTROVE:
H67.8,OTITE MEDIA IN MALATTIE CLASSIFICATE ALTROVE - OTITE MEDIA IN ALTRE MALATTIE CLASSIFICATE ALTROVE
H68.0,INFIAMMAZIONE E OSTRUZIONE DI TUBA DI EUSTACHIO - SALPINGITE EUSTACHIANA
H68.1,INFIAMMAZIONE E OSTRUZIONE DI TUBA DI EUSTACHIO - OSTRUZIONE DI TUBA DI EUSTACHIO
H69.0,ALTRI DISTURBI DI TUBA DI EUSTACHIO - DISTENSIONE DI TUBA DI EUSTACHIO
H69.8,ALTRI DISTURBI DI TUBA DI EUSTACHIO - ALTRI DISTURBI SPECIFICATI DI TUBA DI EUSTACHIO
H69.9,"ALTRI DISTURBI DI TUBA DI EUSTACHIO - DISTURBO DI TUBA DI EUSTACHIO, NON SPECIFICATO"
H70.0,MASTOIDITE E CONDIZIONI MORBOSE CORRELATE - MASTOIDITE ACUTA
H70.1,MASTOIDITE E CONDIZIONI MORBOSE CORRELATE - MASTOIDITE CRONICA
H70.2,MASTOIDITE E CONDIZIONI MORBOSE CORRELATE - PETROSITE
H70.8,MASTOIDITE E CONDIZIONI MORBOSE CORRELATE - ALTRE MASTOIDITI E CONDIZIONI MORBOSE CORRELATE
H70.9,MASTOIDITE E CONDIZIONI MORBOSE CORRELATE - MASTOIDITE NON SPECIFICATA
H71,COLESTEATOMA DELL'ORECCHIO MEDIO
H72.0,PERFORAZIONE DELLA MEMBRANA TIMPANICA - PERFORAZIONE CENTRALE DELLA MEMBRANA TIMPANICA
H72.1,PERFORAZIONE DELLA MEMBRANA TIMPANICA - PERFORAZIONE DEL RECESSO EPITIMPANICO
H72.2,PERFORAZIONE DELLA MEMBRANA TIMPANICA - ALTRE PERFORAZIONI MARGINALI DELLA MEMBRANA TIMPANICA
H72.8,PERFORAZIONE DELLA MEMBRANA TIMPANICA - ALTRE PERFORAZIONI DELLA MEMBRANA TIMPANICA
H72.9,PERFORAZIONE DELLA MEMBRANA TIMPANICA - PERFORAZIONE DELLA MEMBRANA TIMPANICA NON SPECIFICATA
H73.0,ALTRI DISTURBI DELLA MEMBRANA TIMPANICA - MIRINGITE ACUTA
H73.1,ALTRI DISTURBI DELLA MEMBRANA TIMPANICA - MIRINGITE CRONICA
H73.8,ALTRI DISTURBI DELLA MEMBRANA TIMPANICA - ALTRI DISTURBI SPECIFICATI DELLA MEMBRANA TIMPANICA
H73.9,ALTRI DISTURBI DELLA MEMBRANA TIMPANICA - DISTURBO DELLA MEMBRANA TIMPANICA NON SPECIFICATO
H74.0,ALTRI DISTURBI DELL'ORECCHIO MEDIO E DELLA MASTOIDE - TIMPANOSCLEROSI
H74.1,ALTRI DISTURBI DELL'ORECCHIO MEDIO E DELLA MASTOIDE - MALATTIA ADESIVA DELL'ORECCHIO MEDIO
H74.2,ALTRI DISTURBI DELL'ORECCHIO MEDIO E DELLA MASTOIDE - INTERRUZIONE E DISLOCAZIONE DELLA CATENA OSSICULARE
H74.3,ALTRI DISTURBI DELL'ORECCHIO MEDIO E DELLA MASTOIDE - ALTRE ANORMALITA' ACQUISITE DELLA CATENA OSSICULARE
H74.4,ALTRI DISTURBI DELL'ORECCHIO MEDIO E DELLA MASTOIDE - POLIPO DELL'ORECCCHIO MEDIO
H74.8,ALTRI DISTURBI DELL'ORECCHIO MEDIO E DELLA MASTOIDE - ALTRI DISTURBI SPECIFICATI DELL'ORECCHIO MEDIO E DELLA MASTOIDE
H74.9,ALTRI DISTURBI DELL'ORECCHIO MEDIO E DELLA MASTOIDE - DISTURBO DELL'ORECCHIO MEDIO E DELLA MASTOIDE NON SPECIFICATO
H75.0,ALTRI DISTURBI DELL'ORECCHIO MEDIO E DELLA MASTOIDE IN MALATTIE CLASSIFICATE ALTROVE - MASTOIDITE IN MALATTIE INFETTIVE E PARASSITARIE CLASSIFICATE ALTROVE
H75.8,ALTRI DISTURBI DELL'ORECCHIO MEDIO E DELLA MASTOIDE IN MALATTIE CLASSIFICATE ALTROVE - ALTRI DISTURBI SPECIFICATI DELL'ORECCHIO MEDIO E DELLA MASTOIDE IN MALATTIE CLASSIFICATE ALTROVE
H80.0,"OTOSCLEROSI - OTOSCLEROSI INTERESSANTE LA FINESTRA OVALE, NON OBLITERANTE"
H80.1,"OTOSCLEROSI - OTOSCLEROSI INTERESSANTE LA FINESTRA OVALE, OBLITERANTE"
H80.2,OTOSCLEROSI - OTOSCLEROSI COCLEARE
H80.8,OTOSCLEROSI - ALTRA OTOSCLEROSI
H80.9,OTOSCLEROSI - OTOSCLEROSI NON SPECIFICATA
H81.0,DISTURBI DELLA FUNZIONE VESTIBOLARE - MALATTIA DI MENIERE
H81.1,DISTURBI DELLA FUNZIONE VESTIBOLARE - VERTIGINE PAROSSISTICA BENIGNA
H81.2,DISTURBI DELLA FUNZIONE VESTIBOLARE - NEURONITE VESTIBOLARE
H81.3,DISTURBI DELLA FUNZIONE VESTIBOLARE - ALTRA VERTIGINE PERIFERICA
H81.4,DISTURBI DELLA FUNZIONE VESTIBOLARE - VERTIGINE DI ORIGINE CENTRALE
H81.8,DISTURBI DELLA FUNZIONE VESTIBOLARE - ALTRI DISTURBI DELLA FUNZIONE VESTIBOLARE
H81.9,DISTURBI DELLA FUNZIONE VESTIBOLARE - DISTURBO DELLA FUNZIONE VESTIBOLARE NON SPECIFICATO
H82,SINDROMI VERTIGINOSE IN MALATTIE CLASSIFICATE ALTROVE
H83.0,ALTRE MALATTIE DELL'ORECCHIO INTERNO - LABIRINTITE
H83.1,ALTRE MALATTIE DELL'ORECCHIO INTERNO - FISTOLA LABIRINTICA
H83.2,ALTRE MALATTIE DELL'ORECCHIO INTERNO - DISFUNZIONE LABIRINTICA
H83.3,ALTRE MALATTIE DELL'ORECCHIO INTERNO - EFFETTI DEL RUMORE SULL'ORECCHIO INTERNO
H83.8,ALTRE MALATTIE DELL'ORECCHIO INTERNO - ALTRE MALATTIE SPECIFICATE DELL'ORECCHIO INTERNO
H83.9,ALTRE MALATTIE DELL'ORECCHIO INTERNO - MALATTIA DELL'ORECCHIO INTERNO NON SPECIFICATA
H90.0,SORDITA' DA DIFETTO DI TRASMISSIONE E/O NEUROSENSORIALE - SORDITA' BILATERALE DA DIFETTO DI TRASMISSIONE
H90.1,SORDITA' DA DIFETTO DI TRASMISSIONE E/O NEUROSENSORIALE - SORDITA' MONOLATERALE DA DIFETTO DI TRASMISSIONE CON MANTENIMENTO DELLA FUNZIONE UDITIVA CONTROLATERALE
H90.2,"SORDITA' DA DIFETTO DI TRASMISSIONE E/O NEUROSENSORIALE - SORDITA' DA DIFETTO DI TRASMISSIONE, NON SPECIFICATA"
H90.3,SORDITA' DA DIFETTO DI TRASMISSIONE E/O NEUROSENSORIALE - SORDITA' NEUROSENSORIALE BILATERALE
H90.4,SORDITA' DA DIFETTO DI TRASMISSIONE E/O NEUROSENSORIALE - SORDITA' NEUROSENSORIALE MONOLATERALE CON MANTENIMENTO DELLA FUNZIONE UDITIVA CONTROLATERALE
H90.5,"SORDITA' DA DIFETTO DI TRASMISSIONE E/O NEUROSENSORIALE - SORDITA' NEUROSENSORIALE, NON SPECIFICATA"
H90.6,SORDITA' DA DIFETTO DI TRASMISSIONE E/O NEUROSENSORIALE - SORDITA' BILATERALE MISTA TRASMISSIVA E NEUROSENSORIALE
H90.7,SORDITA' DA DIFETTO DI TRASMISSIONE E/O NEUROSENSORIALE - SORDITA' MONOLATERALE MISTA TRASMISSIVA E NEUROSENSORIALE CON MANTENIMENTO DELLA FUNZIONE UDITIVA CONTROLATERALE
H90.8,SORDITA' DA DIFETTO DI TRASMISSIONE E/O NEUROSENSORIALE - SORDITA' MISTA TRASMISSIVA E NEUROSENSORIALE NON SPECIFICATA
H91.0,ALTRA PERDITA UDITIVA - PERDITA UDITIVA DA OTOTOSSICITA'
H91.1,ALTRA PERDITA UDITIVA - PRESBIACUSIA
H91.2,ALTRA PERDITA UDITIVA - PERDITA UDITIVA IMPROVVISA IDIOPATICA
H91.3,ALTRA PERDITA UDITIVA - SORDOMUTISMO NON CLASSIFICATO ALTROVE
H91.8,ALTRA PERDITA UDITIVA - ALTRA PERDITA DELL'UDITO SPECIFICATA
H91.9,ALTRA PERDITA UDITIVA - PERDITA UDITIVA NON SPECIFICATA
H92.0,OTALGIA E SECREZIONE AURICOLARE - OTALGIA
H92.1,OTALGIA E SECREZIONE AURICOLARE - OTORREA
H92.2,OTALGIA E SECREZIONE AURICOLARE - OTORRAGIA
H93.0,ALTRI DISTURBI DELL'ORECCHIO NON CLASSIFICATI ALTROVE - DISTURBI DEGENERATIVI E VASCOLARI DELL'ORECCHIO
H93.1,ALTRI DISTURBI DELL'ORECCHIO NON CLASSIFICATI ALTROVE - TINNITO
H93.2,ALTRI DISTURBI DELL'ORECCHIO NON CLASSIFICATI ALTROVE - ALTRE PERCEZIONI UDITIVE ANORMALI
H93.3,ALTRI DISTURBI DELL'ORECCHIO NON CLASSIFICATI ALTROVE - DISTURBI DEL NERVO ACUSTICO
H93.8,ALTRI DISTURBI DELL'ORECCHIO NON CLASSIFICATI ALTROVE - ALTRI DISTURBI SPECIFICATI DELL'ORECCHIO
H93.9,ALTRI DISTURBI DELL'ORECCHIO NON CLASSIFICATI ALTROVE - DISTURBO DELL'ORECCHIO NON SPECIFICATO
H94.0,ALTRI DISTURBI DELL'ORECCHIO IN MALATTIE CLASSIFICATE ALTROVE - NEVRITE ACUSTICA IN MALATTIE INFETTIVE E PARASSITARIE CLASSIFICATE ALTROVE
H94.8,ALTRI DISTURBI DELL'ORECCHIO IN MALATTIE CLASSIFICATE ALTROVE - ALTRI DISTURBI SPECIFICATI DELL'ORECCHIO IN MALATTIE CLASSIFICATE ALTROVE
H95.0,DISTURBI IATROGENI DELL'ORECCHIO E DELL'APOFISI MASTOIDE NON CLASSIFICATI ALTROVE - COLESTEATOMA RICORRENTE DI CAVITA' POST MASTOIDECTOMIA
H95.1,DISTURBI IATROGENI DELL'ORECCHIO E DELL'APOFISI MASTOIDE NON CLASSIFICATI ALTROVE - ALTRI DISTURBI POST MASTOIDECTOMIA
H95.8,DISTURBI IATROGENI DELL'ORECCHIO E DELL'APOFISI MASTOIDE NON CLASSIFICATI ALTROVE - ALTRI DISTURBI IATROGENI DELL'ORECCHIO E DELL'APOFISI MASTOIDE
H95.9,DISTURBI IATROGENI DELL'ORECCHIO E DELL'APOFISI MASTOIDE NON CLASSIFICATI ALTROVE - DISTURBO IATROGENO DELL'ORECCHIO E DELL'APOFISI MASTOIDE NON SPECIFICATO
I00,REUMATISMO ARTICOLARE ACUTO SENZA MENZIONE DI INTERESSAMENTO CARDIACO
I01.0,REUMATISMO ARTICOLARE ACUTO CON INTERESSAMENTO CARDIACO - PERICARDITE REUMATICA ACUTA
I01.1,REUMATISMO ARTICOLARE ACUTO CON INTERESSAMENTO CARDIACO - ENDOCARDITE REUMATICA ACUTA
I01.2,REUMATISMO ARTICOLARE ACUTO CON INTERESSAMENTO CARDIACO - MIOCARDITE REUMATICA ACUTA
I01.8,REUMATISMO ARTICOLARE ACUTO CON INTERESSAMENTO CARDIACO - ALTRE FORME DI CARDIOPATIA REUMATICA ACUTA
I01.9,REUMATISMO ARTICOLARE ACUTO CON INTERESSAMENTO CARDIACO - CARDIOPATIA REUMATICA ACUTA NON SPECIFICATA
I02.0,COREA REUMATICA - COREA REUMATICA CON INTERESSAMENTO CARDIACO
I02.9,COREA REUMATICA - COREA REUMATICA SENZA INTERESSAMENTO CARDIACO
I05.0,MALATTIE REUMATICHE DELLA VALVOLA MITRALICA - STENOSI MITRALICA
I05.1,MALATTIE REUMATICHE DELLA VALVOLA MITRALICA - INSUFFICIENZA MITRALICA REUMATICA
I05.2,MALATTIE REUMATICHE DELLA VALVOLA MITRALICA - STENO INSUFFICIENZA MITRALICA
I05.8,MALATTIE REUMATICHE DELLA VALVOLA MITRALICA - ALTRE MALATTIE DELLA VALVOLA MITRALICA
I05.9,MALATTIE REUMATICHE DELLA VALVOLA MITRALICA - MALATTIA DELLA VALVOLA MITRALICA NON SPECIFICATA
I06.0,MALATTIE REUMATICHE DELLA VALVOLA AORTICA - STENOSI AORTICA REUMATICA
I06.1,MALATTIE REUMATICHE DELLA VALVOLA AORTICA - INSUFFICIENZA AORTICA REUMATICA
I06.2,MALATTIE REUMATICHE DELLA VALVOLA AORTICA - STENO INSUFFICIENZA AORTICA REUMATICA
I06.8,MALATTIE REUMATICHE DELLA VALVOLA AORTICA - ALTRE MALATTIE REUMATICHE DELLA VALVOLA AORTICA
I06.9,MALATTIE REUMATICHE DELLA VALVOLA AORTICA - MALATTIA REUMATICA DELLA VALVOLA AORTICA NON SPECIFICATA
I07.0,MALATTIE REUMATICHE DELLA VALVOLA TRICUSPIDE - STENOSI TRICUSPIDALE
I07.1,MALATTIE REUMATICHE DELLA VALVOLA TRICUSPIDE - INSUFFICIENZA TRICUSPIDALE
I07.2,MALATTIE REUMATICHE DELLA VALVOLA TRICUSPIDE - STENO INSUFFICIENZA TRICUSPIDALE
I07.8,MALATTIE REUMATICHE DELLA VALVOLA TRICUSPIDE - ALTRE MALATTIE DELLA VALVOLA TRICUSPIDE
I07.9,MALATTIE REUMATICHE DELLA VALVOLA TRICUSPIDE - MALATTIA DELLA VALVOLA TRICUSPIDE NON SPECIFICATA
I08.0,MALATTIE VALVOLARI MULTIPLE - DISTURBI DELLE VALVOLE MITRALE E AORTICA (ENTRAMBE)
I08.1,MALATTIE VALVOLARI MULTIPLE - DISTURBI DELLE VALVOLE MITRALE E TRICUSPIDE (ENTRAMBE)
I08.2,MALATTIE VALVOLARI MULTIPLE - DISTURBI DELLE VALVOLE AORTICA E TRICUSPIDE (ENTRAMBE)
I08.3,"MALATTIE VALVOLARI MULTIPLE - DISTURBI COMBINATI DELLE VALVOLE MITRALE, AORTICA E TRICUSPIDE"
I08.8,MALATTIE VALVOLARI MULTIPLE - ALTRE MALATTIE VALVOLARI MULTIPLE
I08.9,MALATTIE VALVOLARI MULTIPLE - MALATTIA VALVOLARE MULTIPLA NON SPECIFICATA
I09.0,ALTRE CARDIOPATIE REUMATICHE - MIOCARDITE REUMATICA
I09.1,"ALTRE CARDIOPATIE REUMATICHE - MALATTIE REUMATICHE DELL'ENDOCARDIO, VALVOLA NON SPECIFICATA"
I09.2,ALTRE CARDIOPATIE REUMATICHE - PERICARDITE REUMATICA CRONICA
I09.8,ALTRE CARDIOPATIE REUMATICHE - ALTRE CARDIOPATIE REUMATICHE SPECIFICATE
I09.9,ALTRE CARDIOPATIE REUMATICHE - CARDIOPATIA REUMATICA NON SPECIFICATA
I10,IPERTENSIONE ESSENZIALE (PRIMITIVA)
I11.0,CARDIOPATIA IPERTENSIVA - CARDIOPATIA IPERTENSIVA CON INSUFFICIENZA CARDIACA (CONGESTIZIA)
I11.9,CARDIOPATIA IPERTENSIVA - CARDIOPATIA IPERTENSIVA SENZA INSUFFICIENZA CARDIACA (CONGESTIZIA)
I12.0,MALATTIA RENALE IPERTENSIVA - MALATTIA RENALE IPERTENSIVA CON INSUFFICIENZA RENALE
I12.9,MALATTIA RENALE IPERTENSIVA - MALATTIA RENALE IPERTENSIVA SENZA INSUFFICIENZA RENALE
I13.0,MALATTIA IPERTENSIVA CARDIACA E RENALE - MALATTIA IPERTENSIVA CARDIACA E RENALE CON INSUFFICIENZA CARDIACA (CONGESTIZIA)
I13.1,MALATTIA IPERTENSIVA CARDIACA E RENALE - MALATTIA IPERTENSIVA CARDIACA E RENALE CON INSUFFICIENZA RENALE
I13.2,MALATTIA IPERTENSIVA CARDIACA E RENALE - MALATTIA IPERTENSIVA CARDIACA E RENALE CON INSUFFICIENZA CARDIACA (CONGESTIZIA) E INSUFFICIENZA RENALE
I13.9,MALATTIA IPERTENSIVA CARDIACA E RENALE - MALATTIA IPERTENSIVA CARDIACA E RENALE NON SPECIFICATA
I15.0,IPERTENSIONE SECONDARIA - IPERTENSIONE NEFROVASCOLARE
I15.1,IPERTENSIONE SECONDARIA - IPERTENSIONE SECONDARIA AD ALTRI DISTURBI RENALI
I15.2,IPERTENSIONE SECONDARIA - IPERTENSIONE SECONDARIA A DISTURBI ENDOCRINI
I15.8,IPERTENSIONE SECONDARIA - ALTRE FORME DI IPERTENSIONE SECONDARIA
I15.9,IPERTENSIONE SECONDARIA - IPERTENSIONE SECONDARIA NON SPECIFICATA
I20.0,ANGINA PECTORIS - ANGINA INSTABILE
I20.1,ANGINA PECTORIS - ANGINA PECTORIS CON SPASMO DOCUMENTATO
I20.8,ANGINA PECTORIS - ALTRE FORME DI ANGINA PECTORIS
I20.9,ANGINA PECTORIS - ANGINA PECTORIS NON SPECIFICATA
I21.0,INFARTO MIOCARDICO ACUTO - INFARTO MIOCARDICO ACUTO TRANSMURALE DELLA PARETE ANTERIORE
I21.1,INFARTO MIOCARDICO ACUTO - INFARTO MIOCARDICO ACUTO TRANSMURALE DELLA PARETE INFERIORE
I21.2,INFARTO MIOCARDICO ACUTO - INFARTO MIOCARDICO ACUTO TRANSMURALE DI ALTRE SEDI
I21.3,INFARTO MIOCARDICO ACUTO - INFARTO MIOCARDICO ACUTO TRANSMURALE DI SEDE NON SPECIFICATA
I21.4,INFARTO MIOCARDICO ACUTO - INFARTO MIOCARDICO ACUTO SUBENDOCARDICO
I21.9,INFARTO MIOCARDICO ACUTO - INFARTO MIOCARDICO ACUTO NON SPECIFICATO
I22.0,INFARTO MIOCARDICO RECIDIVANTE - INFARTO MIOCARDICO RECIDIVANTE DELLA PARETE ANTERIORE
I22.1,INFARTO MIOCARDICO RECIDIVANTE - INFARTO MIOCARDICO RECIDIVANTE DELLA PARETE INFERIORE
I22.8,INFARTO MIOCARDICO RECIDIVANTE - INFARTO MIOCARDICO RECIDIVANTE DI ALTRE SEDI
I22.9,INFARTO MIOCARDICO RECIDIVANTE - INFARTO MIOCARDICO RECIDIVANTE DI SEDE NON SPECIFICATA
I23.0,ALCUNE COMPLICANZE IN ATTO SUSSEGUENTI AD INFARTO MIOCARDICO ACUTO - EMOPERICARDIO COME COMPLICANZA IN ATTO SUSSEGUENTE AD INFARTO MIOCARDICO
I23.1,ALCUNE COMPLICANZE IN ATTO SUSSEGUENTI AD INFARTO MIOCARDICO ACUTO - DIFETTO SETTALE INTERATRIALE COME COMPLICANZA IN ATTO SUSSEGUENTE AD INFARTO MIOCARDICO ACUTO
I23.2,ALCUNE COMPLICANZE IN ATTO SUSSEGUENTI AD INFARTO MIOCARDICO ACUTO - DIFETTO SETTALE INTERVENTRICOLARE COME COMPLICANZA IN ATTO SUSSEGUENTE AD INFARTO MIOCARDICO ACUTO
I23.3,ALCUNE COMPLICANZE IN ATTO SUSSEGUENTI AD INFARTO MIOCARDICO ACUTO - ROTTURA DELLA PARETE CARDIACA SENZA EMOPERICARDIO COME COMPLICANZA IN ATTO SUSSEGUENTE AD INFARTO MIOCARDICO ACUTO
I23.4,ALCUNE COMPLICANZE IN ATTO SUSSEGUENTI AD INFARTO MIOCARDICO ACUTO - ROTTURA DELLE CORDE TENDINEE COME COMPLICANZA IN ATTO SUSSEGUENTE AD
I23.5,ALCUNE COMPLICANZE IN ATTO SUSSEGUENTI AD INFARTO MIOCARDICO ACUTO - ROTTURA DEL MUSCOLO PAPILLARE COME COMPLICANZA IN ATTO SUSSEGUENTE AD INFARTO MIOCARDICO ACUTO
I23.6,"ALCUNE COMPLICANZE IN ATTO SUSSEGUENTI AD INFARTO MIOCARDICO ACUTO - TROMBOSI DELL'ATRIO, DELL'ORECCHIETTA DELL'ATRIO E DEL VENTRICOLO COME COMPLICANZA IN ATTO SUSSEGUENTE AD INFARTO MIOCARDICO ACUTO"
I23.8,ALCUNE COMPLICANZE IN ATTO SUSSEGUENTI AD INFARTO MIOCARDICO ACUTO - ALTRE COMPLICANZE IN ATTO SUSSEGUENTI AD INFARTO MIOCARDICO ACUTO
I24.0,ALTRE CARDIOPATIE ISCHEMICHE ACUTE - TROMBOSI CORONARICA NON ESITANTE IN INFARTO MIOCARDICO
I24.1,ALTRE CARDIOPATIE ISCHEMICHE ACUTE - SINDROME DI DRESSLER
I24.8,ALTRE CARDIOPATIE ISCHEMICHE ACUTE - ALTRE FORME DI CARDIOPATIA ISCHEMICA ACUTA
I24.9,ALTRE CARDIOPATIE ISCHEMICHE ACUTE - CARDIOPATIA ISCHEMICA ACUTA NON SPECIFICATA
I25.0,"CARDIOPATIA ISCHEMICA CRONICA - MALATTIA CARDIOVASCOLARE ATEROSCLEROTICA, COSÌ DESCRITTA"
I25.1,CARDIOPATIA ISCHEMICA CRONICA - CARDIOPATIA ATEROSCLEROTICA
I25.2,CARDIOPATIA ISCHEMICA CRONICA - INFARTO MIOCARDICO PREGRESSO
I25.3,CARDIOPATIA ISCHEMICA CRONICA - ANEURISMA CARDIACO
I25.4,CARDIOPATIA ISCHEMICA CRONICA - ANEURISMA E DISSEZIONE DI ARTERIA CORONARIA
I25.5,CARDIOPATIA ISCHEMICA CRONICA - CARDIOMIOPATIA ISCHEMICA
I25.6,CARDIOPATIA ISCHEMICA CRONICA - ISCHEMIA MIOCARDICA SILENTE
I25.8,CARDIOPATIA ISCHEMICA CRONICA - ALTRE FORME DI CARDIOPATIA ISCHEMICA CRONICA
I25.9,CARDIOPATIA ISCHEMICA CRONICA - CARDIOPATIA ISCHEMICA CRONICA NON SPECIFICATA
I26.0,EMBOLIA POLMONARE - EMBOLIA POLMONARE CON MENZIONE DI CUORE POLMONARE ACUTO
I26.9,EMBOLIA POLMONARE - EMBOLIA POLMONARE SENZA MENZIONE DI CUORE POLMONARE ACUTO
I27.0,ALTRE FORME DI CUORE POLMONARE - IPERTENSIONE POLMONARE PRIMITIVA
I27.1,ALTRE FORME DI CUORE POLMONARE - CARDIOPATIA DA CIFOSCOLIOSI
I27.2,ALTRE FORME DI CUORE POLMONARE  - ALTRE FORME DI IPERTENSIONE POLMONARE SECONDARIA
I27.8,ALTRE FORME DI CUORE POLMONARE - ALTRA FORMA SPECIFICATA DI CUORE POLMONARE
I27.9,ALTRE FORME DI CUORE POLMONARE - CUORE POLMONARE NON SPECIFICATO
I28.0,ALTRE MALATTIE DI VASI POLMONARI - FISTOLA ARTEROVENOSA DI VASI POLMONARI
I28.1,ALTRE MALATTIE DI VASI POLMONARI - ANEURISMA DI ARTERIA POLMONARE
I28.8,ALTRE MALATTIE DI VASI POLMONARI - ALTRE MALATTIE DI VASI POLMONARI
I28.9,ALTRE MALATTIE DI VASI POLMONARI - MALATTIA DI VASI POLMONARI NON SPECIFICATA
I30.0,"PERICARDITE ACUTA - PERICARDITE IDIOPATICA ACUTA, NON SPECIFICA"
I30.1,PERICARDITE ACUTA - PERICARDITE INFETTIVA
I30.8,PERICARDITE ACUTA - ALTRE FORME DI PERICARDITE ACUTA
I30.9,PERICARDITE ACUTA - PERICARDITE ACUTA NON SPECIFICATA
I31.0,ALTRE MALATTIE DEL PERICARDIO - PERICARDITE ADESIVA CRONICA
I31.1,ALTRE MALATTIE DEL PERICARDIO - PERICARDITE COSTRITTIVA CRONICA
I31.2,ALTRE MALATTIE DEL PERICARDIO - EMOPERICARDIO NON CLASSIFICATO ALTROVE
I31.3,ALTRE MALATTIE DEL PERICARDIO - VERSAMENTO PERICARDICO (NON INFIAMMATORIO)
I31.8,ALTRE MALATTIE DEL PERICARDIO - ALTRE MALATTIE SPECIFICATE DEL PERICARDIO
I31.9,ALTRE MALATTIE DEL PERICARDIO - MALATTIA DEL PERICARDIO NON SPECIFICATA
I32.0,PERICARDITE IN MALATTIE CLASSIFICATE ALTROVE - PERICARDITE IN MALATTIE BATTERICHE CLASSIFICATE ALTROVE
I32.1,PERICARDITE IN MALATTIE CLASSIFICATE ALTROVE - PERICARDITE IN ALTRE MALATTIE INFETTIVE E PARASSITARIE CLASSIFICATE ALTROVE
I32.8,PERICARDITE IN MALATTIE CLASSIFICATE ALTROVE - PERICARDITE IN ALTRE MALATTIE CLASSIFICATE ALTROVE
I33.0,ENDOCARDITE ACUTA E SUBACUTA - ENDOCARDITE INFETTIVA ACUTA E SUBACUTA
I33.9,ENDOCARDITE ACUTA E SUBACUTA - ENDOCARDITE ACUTA NON SPECIFICATA
I34.0,DISTURBI NON REUMATICI DELLA VALVOLA MITRALICA - INSUFFICIENZA (DELLA VALVOLA) MITRALICA
I34.1,DISTURBI NON REUMATICI DELLA VALVOLA MITRALICA - PROLASSO (VALVOLARE) MITRALICO
I34.2,DISTURBI NON REUMATICI DELLA VALVOLA MITRALICA - STENOSI (DELLA VALVOLA) MITRALICA NON REUMATICA
I34.8,DISTURBI NON REUMATICI DELLA VALVOLA MITRALICA - ALTRI DISTURBI NON REUMATICI DELLA VALVOLA MITRALICA
I34.9,DISTURBI NON REUMATICI DELLA VALVOLA MITRALICA - DISTURBO NON REUMATICO DELLA VALVOLA MITRALICA NON SPECIFICATO
I35.0,DISTURBI NON REUMATICI DELLA VALVOLA AORTICA - STENOSI (DELLA VALVOLA) AORTICA
I35.1,DISTURBI NON REUMATICI DELLA VALVOLA AORTICA - INSUFFICIENZA (DELLA VALVOLA) AORTICA
I35.2,DISTURBI NON REUMATICI DELLA VALVOLA AORTICA - STENO INSUFFICIENZA (DELLA VALVOLA) AORTICA
I35.8,DISTURBI NON REUMATICI DELLA VALVOLA AORTICA - ALTRI DISTURBI DELLA VALVOLA AORTICA
